KEY,en,notes,sp,fr,de,it,pt-br
,,,,,,,
SETBONUS_SURVIVALIST_NAME,Бонус Набора Выживальщика!,,¡Bonificación de conjunto de preparacionista!,Bonus d'ensemble&nbsp;: survivalisme&nbsp;!,Setbonus: Überlebenskünstler!,Bonus Set: Survivalista,Bônus de Conjunto de Sobrevivente!
SETBONUS_SURVIVALIST_DESC,"Находите расходник в конце каждой битвы.
Когда вы тратите расходник или брелок, экипируйте новый из инвентаря, если есть.",,"Encuentra un objeto consumible al final de cada combate.
Al gastar un consumible o baratija, se equipa con otro consumible del inventario, si lo hubiera.","Vous obtenez un objet consommable à la fin de chaque combat.
Quand vous utilisez un consommable ou une babiole, un nouveau consommable de votre inventaire s'équipe si vous en possédez.","Finde am Ende jedes Kampfes einen Verbrauchsgegenstand.
Wenn du einen Verbrauchsgegenstand oder Zubehör benutzt, rüstest du einen neuen Verbrauchsgegenstand aus deinem Inventar aus, falls du einen besitzt.","Trovi un oggetto consumabile alla fine di ogni battaglia.
Quando usi un consumabile o un ciondolo, equipaggi un nuovo consumabile dall’inventario (se ne hai a disposizione).","Encontre um item consumível no final de cada batalha.
Ao esgotar um consumível ou acessório, equipe um novo consumível do seu inventário, se possuir algum."
,,,,,,,
ARMOR_TANKHELMET_NAME,Шлем Танка,,Casco de tanque,Casque de tank,Tankhelm,Elmo del Corazzato,Capacete de Tanque
ARMOR_TANKHELMET_DESC,+1 Урон от отбрасывания.,,+1 de daño de retroceso.,Dégâts de recul +1.,+1&nbsp;Rückstoßschaden.,+1 danno da Contraccolpo.,+1 de dano de empurrão.
ARMOR_TANKTATTOO_NAME,Тату Танка,,Tatuaje de tanque,Tatouage de tank,Tanktattoo,Tatuaggio del Corazzato,Tatuagem de Tanque
ARMOR_TANKTATTOO_DESC,Всё Отбрасывание от вас увеличено на 2.,,Todo el retroceso infligido aumenta en 2.,Vous infligez Recul +2.,"Rückstoß, den du verursachst, ist um 2&nbsp;erhöht.",Tutto il Contraccolpo da te inflitto aumenta di 2.,Todo empurrão que você causa é aumentado em 2.
ARMOR_TANKPADS_NAME,Накладки Танка,,Almohadillas de tanque,Épaulettes de tank,Tankpolster,Protezioni del Corazzato,Ombreiras de Tanque
ARMOR_TANKPADS_DESC,Ваш урон от отбрасывания имеет +10% шанс Оглушить.,,El daño de retroceso tiene +10 % de probabilidad de aturdir.,Vos dégâts de recul ont +10&nbsp;% de chances d'infliger Étourdissement.,Dein Rückstoßschaden verursacht mit +10%iger Wahrscheinlichkeit Betäubung.,Il tuo danno da Contraccolpo ha un +10% di probabilità di infliggere Stordimento.,Seu dano de empurrão possui uma chance de 10% de aplicar atordoamento.
SETBONUS_TANK_NAME,Бонус Набора Танка!,,¡Bonificación de conjunto de tanque!,Bonus d'ensemble&nbsp;: tank&nbsp;!,Setbonus: Tank!,Bonus Set: Corazzato!,Bônus de Conjunto de Tanque!
SETBONUS_TANK_DESC,+1 Урон от отбрасывания.,,+1 de daño de retroceso.,Dégâts de recul +1.,+1&nbsp;Rückstoßschaden.,+1 danno da Contraccolpo.,+1 de dano de empurrão.
,,,,,,,
ARMOR_TENTACLEMASK_NAME,Лицевое Щупальце,,Tentáculo facial,Tentacule facial,Gesichtstentakel,Tentacolo del Volto,Tentáculo de Rosto
ARMOR_TENTACLEMASK_DESC,Ваша базовая атака имеет +33% шанс Опутать.,,El ataque básico tiene un 33 % de probabilidad de infligir enredo.,Votre attaque de base a +33&nbsp;% de chances d'infliger Emmêlement.,Dein Grundangriff verursacht mit +33%iger Wahrscheinlichkeit Verstrickt.,Il tuo attacco base ha un +33% di probabilità di infliggere Intrappolamento.,Seu ataque básico possui +33% de chance de aplicar embaraçamento.
ARMOR_TENTACLEHAT_NAME,Головное Щупальце,,Tentáculo cefálico,Tentacule crânien,Kopftentakel,Tentacolo della Testa,Tentáculo de Cabeça
ARMOR_TENTACLEHAT_DESC,Ваша базовая атака притягивает вас к юнитам или объектам.,,El ataque básico atrae a las unidades u objetos que golpea.,Votre attaque de base vous attire vers les unités ou objets qu'elle touche.,"Dein Grundangriff zieht dich an Einheiten oder Objekte, die er trifft, heran.",Il tuo attacco base ti trascina verso le unità o gli oggetti che colpisce.,Seu ataque básico puxa na sua direção unidades e objetos que acerta.
ARMOR_TENTACLENECK_NAME,Спинные Щупальца,,Tentáculos traseros,Tentacules dorsaux,Rückententakel,Tentacoli della Schiena,Tentáculo de Costas
ARMOR_TENTACLENECK_DESC,Контратакуйте дальних атакующих шлепком щупальца.,,Contrarresta a los atacantes a distancia con una bofetada tentacular.,Contre-attaque face aux attaques à distance à l'aide d'un tentacule.,Kontere Fernkämpfer mit einem Tentakelschlag.,Contrattacchi gli attaccanti a distanza con un colpo di tentacolo.,Contra-ataque agressores à distância com um tapa de tentáculo.
SETBONUS_TENTACLE_NAME,Бонус Набора Щупалец!,,¡Bonificación de conjunto de tentáculos!,Bonus d'ensemble&nbsp;: tentacule&nbsp;!,Setbonus: Tentakel!,Bonus Set: Tentacolo!,Bônus de Conjunto de Tentáculos!
SETBONUS_TENTACLE_DESC,Снимайте все свои ослабления в конце каждого хода.,,Elimina todas las desventajas al final de cada turno.,Dissipe vos malus à la fin de chaque tour.,Reinige am Ende jedes Zuges all deine Schwächungen.,Rimuovi tutti i tuoi malus alla fine di ogni turno.,Purifique todos os seus enfraquecimentos no final de cada turno.
,,,,,,,
ARMOR_THIEFHOOD_NAME,Капюшон Вора,,Capucha de ladrón,Capuche de fourbe,Diebeskapuze,Cappuccio del Ladro,Capuz de Ladrão
ARMOR_THIEFHOOD_DESC,"+5% Уклонения и +5% Шанс Крита.
Ваша базовая атака накладывает Кровотечение.",,"+5 % de probabilidad de esquiva y +5 % de probabilidad de crítico.
El ataque básico inflige hemorragia.","Chances d'esquive +5&nbsp;%, Chances de coup critique +5&nbsp;%
Votre attaque de base inflige Saignement.","+5&nbsp;% Ausweichchance und +5&nbsp;% kritische Trefferchance.
Dein Grundangriff verursacht Blutung.","+5% di probabilità di schivata e +5% di probabilità di colpo critico.
Il tuo attacco base infligge Sanguinamento.","+5% de chance de esquiva e +5% de chance de crítico.
Seu ataque básico aplica sangramento."
ARMOR_THIEFTATTOO_NAME,Тату Вора,,Tatuaje de ladrón,Tatouage de fourbe,Diebestattoo,Tatuaggio del Ladro,Tatuagem de Ladrão
ARMOR_THIEFTATTOO_DESC,"+5% Уклонения и +5% Шанс Крита.
Ваша базовая атака накладывает Яд.",,"+5 % de probabilidad de esquiva y +5 % de probabilidad de crítico.
El ataque básico inflige veneno.","Chances d'esquive +5&nbsp;%, Chances de coup critique +5&nbsp;%
Votre attaque de base inflige Poison.","+5&nbsp;% Ausweichchance und +&nbsp;5% kritische Trefferchance.
Dein Grundangriff verursacht Gift.","+5% di probabilità di schivata e +5% di probabilità di colpo critico.
Il tuo attacco base infligge Veleno.","+5% de chance de esquiva e +5% de chance de crítico.
Seu ataque básico aplica veneno."
ARMOR_THIEFCLOAK_NAME,Плащ Вора,,Capa de ladrón,Cape de fourbe,Diebesumhang,Mantello del Ladro,Capa de Ladrão
ARMOR_THIEFCLOAK_DESC,+10% Уклонения и +10% Шанс Крита.,,+10 % de probabilidad de esquiva y +10 % de probabilidad de crítico.,"Chances d'esquive +10&nbsp;%, Chances de coup critique +10&nbsp;%.",+10&nbsp;% Ausweichchance und +10&nbsp;% kritische Trefferchance.,+10% di probabilità di schivata e +10% di probabilità di colpo critico.,+10% de chance de esquiva e +10% de chance de crítico.
SETBONUS_THIEF_NAME,Бонус Набора Вора!,,¡Bonificación de conjunto de ladrón!,Bonus d'ensemble&nbsp;: fourbe&nbsp;!,Setbonus: Dieb!,Bonus Set: Ladro!,Bônus de Conjunto de Ladrão!
SETBONUS_THIEF_DESC,+5% Уклонения и +5% Шанс Крита.,,+5 % de probabilidad de esquiva y +5 % de probabilidad de crítico.,"Chances d'esquive +5&nbsp;%, Chances de coup critique +5&nbsp;%.",+5&nbsp;% Ausweichchance und +5&nbsp;% kritische Trefferchance.,+5% di probabilità di schivata e +5% di probabilità di colpo critico.,+5% de chance de esquiva e +5% de chance de crítico.
,,,,,,,
ARMOR_THRUMMINGCIRCLET_NAME,Гудящий Венец,,Diadema rítmica,Diadème résonnant,Klimpernder Haarreif,Cerchietto Risonante,Diadema Vibrante
ARMOR_THRUMMINGCIRCLET_DESC,"Если закончили ход без базовой атаки, получите +1 Урон и +1 Шипы.",,"Si termina el turno sin lanzar el ataque básico, obtiene +1 de daño y +1 de espinas.",Dégâts +1&nbsp;et Épines +1&nbsp;si vous terminez votre tour sans utiliser votre attaque de base.,"Wenn du deinen Zug beendest, ohne deinen Grundangriff verwendet zu haben, erhältst du +1&nbsp;Schaden und +1&nbsp;Dornen.","Se termini il tuo turno senza usare il tuo attacco base, ottieni +1 al Danno e +1 Spine.","Ao finalizar seu turno sem utilizar seu ataque básico, obtenha +1 de dano e +1 de espinhos."
ARMOR_THRUMMINGCHARM_NAME,Гудящий Амулет,,Amuleto rítmico,Breloque résonnante,Klimpernde Halskette,Amuleto Risonante,Amuleto Vibrante
ARMOR_THRUMMINGCHARM_DESC,"Если закончили ход без заклинаний, получите +1 Маг. Урон и +1 Заряд.",,"Si termina el turno sin lanzar ningún hechizo, obtiene +1 de daño mágico y +1 de carga.",Dégâts magiques +1&nbsp;et Charge +1&nbsp;si vous terminez votre tour sans utiliser de sort.,"Wenn du deinen Zug beendest, ohne einen Zauber gewirkt zu haben, erhältst du +1&nbsp;Magieschaden und +1&nbsp;Ladung.","Se termini il tuo turno senza lanciare incantesimi, ottieni +1 al Danno Magico e +1 Carica.","Ao finalizar seu turno sem lançar nenhum encantamento, obtenha +1 de dano mágico e +1 carga."
ARMOR_THRUMMINGSPECTACLES_NAME,Гудящие Очки,,Lentes rítmicas,Lunettes résonnantes,Klimpernde Brille,Occhiali Risonanti,Óculos Vibrantes
ARMOR_THRUMMINGSPECTACLES_DESC,"Если закончили ход без движения, получите +1 Регенерацию Здоровья и +1 [img:shield].",,"Si termina el turno sin usar la acción de movimiento, obtiene +1 de regeneración de salud y +1 [img:shield].",Régénération de PV +1&nbsp;et [img:shield] +1&nbsp;si vous terminez votre tour sans utiliser votre action de déplacement.,"Wenn du deinen Zug beendest, ohne dich bewegt zu haben, erhältst du +1&nbsp;Lebensregeneration und +1&nbsp;[img:shield].","Se termini il tuo turno senza usare la tua azione di movimento, ottieni +1 a Rigenerazione Salute e +1 allo [img:shield].","Ao finalizar seu turno sem utilizar nenhuma ação de movimento, obtenha +1 de regeneração de saúde e +1 de [img:shield]."
SETBONUS_THRUMMING_NAME,Бонус Гудящего Набора!,,¡Bonificación de conjunto rítmico!,Bonus d'ensemble&nbsp;: résonnant&nbsp;!,Setbonus: Klimpernde Rüstung!,Bonus Set: Risonanza!,Bônus de Conjunto Vibrante!
SETBONUS_THRUMMING_DESC,"Если закончили ход без базовой атаки, движения или заклинаний, получите Повышение Всех Характеристик.",,"Si termina el turno sin usar el ataque básico, la acción de movimiento ni ningún hechizo, obtiene aumento total.","Hausse de stats si vous terminez votre tour sans utiliser d'attaque de base, d'action de déplacement ou de sort.","Wenn du deinen Zug beendest, ohne deinen Grundangriff, deine Bewegungsaktion und ohne einen Zauber gewirkt zu haben, erhältst du einen Bonus auf alle Attribute.","Se termini il tuo turno senza usare l'attacco base, l'azione di movimento o lanciare un incantesimo, ottieni Aumento delle Statistiche.","Ao finalizar seu turno sem utilizar seu ataque básico, sua ação de movimento ou lançar um encantamento obtenha todos os atributos aumentados."
,,,,,,,
ARMOR_SCRAPPERSHAT_NAME,Шляпа Скраппера,,Gorro de chatarrero,Chapeau du ferrailleur,Schrottsammlerhut,Cappello del Rottamatore,Chapéu de Sucateiro
ARMOR_SCRAPPERSHAT_DESC,При поломке предмета создайте 3 случайных подбираемых предмета.,,"Al romper un objeto, esta unidad genera 3 recogibles al azar.",3&nbsp;ressources aléatoires apparaissent quand vous brisez un objet.,"Lasse 3 zufällige Gegenstände erscheinen, wenn du einen Gegenstand kaputtmachst.","Quando rompi un oggetto, generi 3 raccoglibili casuali.","Ao quebrar um item, gere 3 coletáveis aleatórios."
ARMOR_SCRAPPERSMASK_NAME,Маска Скраппера,,Máscara de chatarrero,Masque du ferrailleur,Schrottsammlermaske,Maschera del Rottamatore,Máscara de Sucateiro
ARMOR_SCRAPPERSMASK_DESC,При поломке предмета получите +3 [img:shield].,,"Al romper un objeto, obtiene +3 [img:shield].",[img:shield] +3&nbsp;quand vous brisez un objet.,"Erhalte +3&nbsp;[img:shield], wenn du einen Gegenstand kaputtmachst.","Quando rompi un oggetto, ottieni +3 allo [img:shield].","Ao quebrar um item, obtenha +3 de [img:shield]."
ARMOR_SCRAPPERSBACKPACK_NAME,Рюкзак Скраппера,,Mochila de chatarrero,Sac du ferrailleur,Schrottsammlerrucksack,Zaino del Rottamatore,Mochila de Sucateiro
ARMOR_SCRAPPERSBACKPACK_DESC,"При поломке предмета верните его в конце битвы с 1 прочностью.
[s:.7](Исключая временные предметы)[/s]",,"Al romper un objeto, lo recupera al final del combate con 1 de durabilidad.
[s:.7](Se excluyen los objetos temporales).[/s]","À la fin du combat, votre objet brisé est réparé avec 1&nbsp;de durabilité.
[s:.7](À l'exception des objets temporaires.)[/s]","Wenn du einen Gegenstand kaputtmachst, erhältst du ihn am Ende des Kampfes mit 1&nbsp;Haltbarkeit zurück.
[s:.7](Vorübergehende Gegenstände sind ausgenommen.)[/s]","Quando rompi un oggetto, lo recuperi alla fine della battaglia con 1 di durabilità.
[s:.7](Esclude gli oggetti temporanei)[/s]","Ao quebrar um item, recupere-o no final da batalha com 1 de durabilidade..
[s:.7](Exclui itens temporários)[/s]"
SETBONUS_TINKERER_NAME,Бонус Набора Механика!,,¡bonificación de conjunto de manitas!,Bonus d'ensemble&nbsp;: bricolo&nbsp;!,Setbonus: Bastler!,Bonus Set: Inventore!,Bônus de Conjunto de Artífice!
SETBONUS_TINKERER_DESC,Создайте 4 Лома в начале каждой битвы.,,Genera 4 recogibles de chatarra al inicio de cada combate.,Fait apparaître 4&nbsp;morceaux de ferraille au début de chaque combat.,Lasse am Anfang jedes Kampfes 4-mal Schrott erscheinen.,Generi 4 raccoglibili Rottami all'inizio di ogni battaglia.,Gere 4 coletáveis de sucata no início de cada batalha.
,,,,,,,
ARMOR_PROTECTIONTRANSMITTER_NAME,Передатчик Защиты,,Transmisor de protección,Émetteur de défense,Schutztransmitter,Trasmettitore di Protezione,Transmissor de Proteção
ARMOR_PROTECTIONTRANSMITTER_DESC,"Ушиб 2.
Все союзники получают Стойкость 1.",,"2 de moratón.
Todos los aliados obtienen 1 de refuerzo.","Contusion +2.
Les alliés bénéficient de Garde +1.","Beulen&nbsp;2.
Alle Verbündeten erhalten Wappnen&nbsp;1.","Livido 2.
Tutti gli alleati ottengono Guardia 1.","Contusão 2.
Todos os aliados obtêm preparação 1."
ARMOR_DAMAGETRANSMITTER_NAME,Передатчик Урона,,Transmisor de daño,Émetteur d'attaque,Schadenstransmitter,Trasmettitore di Danno,Transmissor de Dano
ARMOR_DAMAGETRANSMITTER_DESC,"-2 Урон.
Все союзники получают +1 Урон.",,"-2 de daño.
Todos los aliados obtienen +1 de daño.","Dégâts -2.
Les alliés bénéficient de Dégâts +1.","-2&nbsp;Schaden.
Alle Verbündeten erhalten +1&nbsp;Schaden.","-2 al Danno.
Tutti gli alleati ottengono +1 al Danno.","-2 de dano.
Todos os aliados obtêm +1 de dano."
ARMOR_ENERGYTRANSMITTER_NAME,Передатчик Энергии,,Transmisor de energía,Émetteur d'énergie,Energietransmitter,Trasmettitore di Energia,Transmissor de Energia
ARMOR_ENERGYTRANSMITTER_DESC,Все союзники получают +2 [img:spd].,,Todos los aliados obtienen +2 [img:spd].,Les alliés bénéficient de [img:spd] +2.,Alle Verbündeten erhalten +2&nbsp;[img:spd].,Tutti gli alleati ottengono +2 alla [img:spd].,Todos os aliados obtêm +2 de [img:spd].
SETBONUS_TRANSMITTER_NAME,Бонус Набора Передатчика!,,¡Bonificación de conjunto de transmisor!,Bonus d'ensemble&nbsp;: émetteur&nbsp;!,Setbonus: Transmitter!,Bonus Set: Trasmettitore!,Bônus de Conjunto Transmissor!
SETBONUS_TRANSMITTER_DESC,Все союзники получают +1 [img:int] и +1 [img:lck].,,Todos los aliados obtienen +1 [img:int] y +1 [img:lck].,Les alliés bénéficient de [img:int] +1&nbsp;et [img:lck] +1.,Alle Verbündeten erhalten +1&nbsp;[img:int] und +1&nbsp;[img:lck].,Tutti gli alleati ottengono +1 all'[img:int] e +1 alla [img:lck].,Todos os aliados obtêm +1 de [img:int] e +1 de [img:lck].
,,,,,,,
ARMOR_TWINEHAT_NAME,Шпагатная Шляпа,,Gorro de cuerda,Chapeau tressé,Garnhut,Cappello di Spago,Chapéu de Barbante
ARMOR_TWINEHAT_DESC,"+50% шанс схватить (Grapple) юнитов, которые касаются вас.
Воспламеняемая.",,"+50 % de probabilidad de sujetar a las unidades que entren en contacto con esta.
Inflamable.","+50&nbsp;% de chances d'agripper les unités qui vous touchent.
Inflammable.","+50&nbsp;% Wahrscheinlichkeit Einheiten zu packen, die dich berühren.
Leicht brennbar.","+50% di probabilità di agganciare le unità che ti toccano.
Infiammabile.","+50% de chance de agarrar unidades que entrarem em contato com você.
Inflamável."
ARMOR_TWINEMASK_NAME,Шпагатная Маска,,Máscara de cuerda,Masque tressé,Garnmaske,Maschera di Spago,Máscara de Barbante
ARMOR_TWINEMASK_DESC,"+50% шанс схватить (Grapple) юнитов, которые касаются вас.
Воспламеняемая.",,"+50 % de probabilidad de sujetar a las unidades que entren en contacto con esta.
Inflamable.","+50&nbsp;% de chances d'agripper les unités qui vous touchent.
Inflammable.","+50&nbsp;% Wahrscheinlichkeit Einheiten zu packen, die dich berühren.
Leicht brennbar.","+50% di probabilità di agganciare le unità che ti toccano.
Infiammabile.","+50% de chance de agarrar unidades que entrarem em contato com você.
Inflamável."
ARMOR_TWINEARMOR_NAME,Шпагатная Броня,,Armadura de cuerda,Armure tressée,Garnrüstung,Armatura di Spago,Armadura de Barbante
ARMOR_TWINEARMOR_DESC,"+50% шанс схватить (Grapple) юнитов, которые касаются вас.
Воспламеняемая.",,"+50 % de probabilidad de sujetar a las unidades que entren en contacto con esta.
Inflamable.","+50&nbsp;% de chances d'agripper les unités qui vous touchent.
Inflammable.","+50&nbsp;% Wahrscheinlichkeit Einheiten zu packen, die dich berühren.
Leicht brennbar.","+50% di probabilità di agganciare le unità che ti toccano.
Infiammabile.","+50% de chance de agarrar unidades que entrarem em contato com você.
Inflamável."
SETBONUS_TWINE_NAME,Бонус Шпагатного Набора!,,¡Bonificación de conjunto de cuerda!,Bonus d'ensemble&nbsp;: tressé&nbsp;!,Setbonus: Garn!,Bonus Set: Spago!,Bônus de Conjunto de Barbante!
SETBONUS_TWINE_DESC,"+10% Уклонения.
Наносите Ушиб юнитам, которые вас касаются.",,"+10 % de probabilidad de esquiva.
Inflige moratón a las unidades que entren en contacto con esta.","Chances d'esquive +10&nbsp;%.
Inflige Contusion aux unités qui vous touchent.","+10&nbsp;% Ausweichchance.
Verursache Beulen bei Einheiten, die dich berühren.","+10% di probabilità di schivata.
Infliggi Livido alle unità che ti toccano.","+10% de chance de esquiva.
Aplique contusão em unidades que entrarem em contato com você."
,,,,,,,
ARMOR_USEDHAT_NAME,Подержанная Шляпа,,Gorro usado,Chapeau usé,Gebrauchter Hut,Cappello di Seconda Mano,Chapéu Usado
ARMOR_USEDHAT_DESC,,,,,,,
ARMOR_USEDMASK_NAME,Подержанные Очки,,Gafas usadas,Lunettes usées,Gebrauchte Brille,Occhiali di Seconda Mano,Óculos Usados
ARMOR_USEDMASK_DESC,,,,,,,
ARMOR_USEDARMOR_NAME,Подержанная Рубашка,,Camisa usada,Tee-shirt usé,Gebrauchtes Hemd,Maglietta di Seconda Mano,Camisa Usada
ARMOR_USEDARMOR_DESC,,,,,,,
SETBONUS_USED_NAME,Бонус Подержанного Набора!,,¡Bonificación de conjunto usado!,Bonus d'ensemble&nbsp;: usé&nbsp;!,Setbonus: Gebrauchte Rüstung!,Bonus Set: Seconda Mano!,Bônus de Conjunto Usado!
SETBONUS_USED_DESC,,,,,,,
,,,,,,,
ARMOR_VEINYHAT_NAME,Венозная Шляпа,,Gorro venoso,Chapeau veineux,Adriger Hut,Cappello Venoso,Chapéu Veiudo
ARMOR_VEINYHAT_DESC,При уроне Кровоточащему юниту получите +1 [img:spd].,,"Al infligir daño a una unidad con hemorragia, esta obtiene +1 [img:spd].",[img:spd] +1&nbsp;quand vous infligez des dégâts à une unité avec Saignement.,"Du erhältst +1&nbsp;[img:spd], wenn du einer blutenden Einheit Schaden zufügst.","Quando infliggi danno a un'unità con Sanguinamento, ottieni +1 alla [img:spd].","Ao causar dano a uma unidade com sangramento, obtenha +1 de [img:spd]."
ARMOR_VEINYMASK_NAME,Венозная Маска,,Máscara venosa,Masque veineux,Adrige Maske,Maschera Venosa,Máscara Veiuda
ARMOR_VEINYMASK_DESC,При уроне Кровоточащему юниту получите +1 [img:str].,,"Al infligir daño a una unidad con hemorragia, esta obtiene +1 [img:str].",[img:str] +1&nbsp;quand vous infligez des dégâts à une unité avec Saignement.,"Du erhältst +1&nbsp;[img:str], wenn du einer blutenden Einheit Schaden zufügst.","Quando infliggi danno a un'unità con Sanguinamento, ottieni +1 alla [img:str].","Ao causar dano a uma unidade com sangramento, obtenha +1 de [img:str]."
ARMOR_VEINYARMOR_NAME,Венозное Ожерелье,,Gargantilla venosa,Collier veineux,Adrige Halskette,Collana Venosa,Colar Veiudo
ARMOR_VEINYARMOR_DESC,При уроне Кровоточащему юниту исцелите 3 ОЗ.,,"Al infligir daño a una unidad con hemorragia, esta recupera 3 PS.",Vous rend 3&nbsp;PV quand vous infligez des dégâts à une unité avec Saignement.,"Du heilst dich um 3&nbsp;LP, wenn du einer blutenden Einheit Schaden zufügst.","Quando infliggi danno a un'unità con Sanguinamento, recuperi 3 PS.","Ao causar dano a uma unidade com sangramento, cure 3 PV."
SETBONUS_VEINY_NAME,Бонус Венозного Набора!,,¡Bonificación de conjunto venoso!,Bonus d'ensemble&nbsp;: veineux&nbsp;!,Setbonus: Adrige Rüstung!,Bonus Set: Venoso!,Bônus de Conjunto Veiudo!
SETBONUS_VEINY_DESC,"Ваша базовая атака накладывает Кровотечение. Когда вы накладываете Кровотечение, мгновенно срабатывает урон от него.",,"El ataque básico inflige hemorragia. Al infligirla, se activa inmediatamente el daño de hemorragia.","Votre attaque de base inflige Saignement. Quand vous infligez Saignement, les dégâts dus à Saignement sont subis immédiatement.","Dein Grundangriff verursacht Blutung. Immer, wenn du eine Blutung verursachst, wird Blutungsschaden sofort ausgelöst.","Il tuo attacco base infligge Sanguinamento. Ogni volta che infliggi Sanguinamento, attivi immediatamente il danno da Sanguinamento.","Seus ataques básicos aplicam sangramento. Sempre que aplicar sangramento, ative o dano de sangramento imediatamente."
,,,,,,,
ARMOR_WITCHESHAT_NAME,Ведьмина Шляпа,,Sombrero de bruja,Chapeau de sorcière,Hexenhut,Cappello della Strega,Chapéu de Bruxa
ARMOR_WITCHESHAT_DESC,+1 Маг. Урон.,,+1 de daño mágico.,Dégâts magiques +1.,+1&nbsp;magischer Schaden.,+1 al Danno Magico.,+1 de dano mágico.
ARMOR_WITCHESNOSE_NAME,Ведьмин Нос,,Nariz de bruja,Nez de sorcière,Hexennase,Naso della Strega,Nariz de Bruxa
ARMOR_WITCHESNOSE_DESC,+1 Маг. Урон.,,+1 de daño mágico.,Dégâts magiques +1.,+1&nbsp;magischer Schaden.,+1 al Danno Magico.,+1 de dano mágico.
ARMOR_WITCHESCAPE_NAME,Ведьмин Плащ,,Capa de bruja,Cape de sorcière,Hexenumhang,Mantello della Strega,Capa de Bruxa
ARMOR_WITCHESCAPE_DESC,+1 Маг. Урон.,,+1 de daño mágico.,Dégâts magiques +1.,+1&nbsp;magischer Schaden.,+1 al Danno Magico.,+1 de dano mágico.
SETBONUS_WITCH_NAME,Бонус Ведьминого Набора!,,¡Bonificación de conjunto de bruja!,Bonus d'ensemble&nbsp;: sorcière&nbsp;!,Setbonus: Hexenrüstung!,Bonus Set: Strega!,Bônus de Conjunto de Bruxa!
SETBONUS_WITCH_DESC,"Ваше движение становится Прыжком с бесконечной дальностью.
Ваши заклинания по клеткам имеют бесконечную дальность.",,"La acción de movimiento se convierte en un salto con alcance infinito.
Los hechizos que pueden marcar casillas como objetivo tienen alcance infinito.","Votre action de déplacement se change en Saut à portée infinie.
Vos sorts ciblant une case ont une portée infinie.","Deine Bewegungsaktion wird zu einem Sprung mit unendlicher Reichweite.
Deine Zauber, die auf ein Einzelfeld zielen, haben unendliche Reichweite.","La tua azione di movimento diventa un Salto con raggio d'azione infinito.
I tuoi incantesimi con delle caselle come bersaglio hanno raggio d'azione infinito.","Sua ação de movimento se torna um salto com alcance infinito.
Seus encantamentos direcionados a espaços possuem alcance infinito."
,,,,,,,
ARMOR_WOODHAT_NAME,Деревянная Шляпа,,Sombrero de madera,Chapeau en bois,Holzhut,Cappello di Legno,Chapéu de Madeira
ARMOR_WOODHAT_DESC,"+1 Шипы.
Хрупкая, Воспламеняемая.",,"+1 de espinas.
Frágil, inflamable.","Épines +1.
Fragile, Inflammable.","+1&nbsp;Dornen.
Zerbrechlich, Leicht brennbar.","+1 Spine.
Fragile, Infiammabile.","+1 de espinhos.
Frágil, inflamável."
ARMOR_WOODMASK_NAME,Деревянная Маска,,Máscara de madera,Masque en bois,Holzmaske,Maschera di Legno,Máscara de Madeira
ARMOR_WOODMASK_DESC,"+1 Шипы.
Хрупкая, Воспламеняемая.",,"+1 de espinas.
Frágil, inflamable.","Épines +1.
Fragile, Inflammable.","+1&nbsp;Dornen.
Zerbrechlich, Leicht brennbar.","+1 Spine.
Fragile, Infiammabile.","+1 de espinhos.
Frágil, inflamável."
ARMOR_WOODARMOR_NAME,Деревянные Наплечники,,Hombreras de madera,Épaulettes en bois,Holzschulterpolster,Spalline di Legno,Ombreiras de Madeira
ARMOR_WOODARMOR_DESC,"+1 Шипы.
Хрупкая, Воспламеняемая.",,"+1 de espinas.
Frágil, inflamable.","Épines +1.
Fragile, Inflammable.","+1&nbsp;Dornen.
Zerbrechlich, Leicht brennbar.","+1 Spine.
Fragile, Infiammabile.","+1 de espinhos.
Frágil, inflamável."
SETBONUS_WOOD_NAME,Бонус Деревянного Набора!,,¡Bonificación de conjunto de madera!,Bonus d'ensemble&nbsp;: bois&nbsp;!,Setbonus: Holzrüstung!,Bonus Set: Legno!,Bônus de Conjunto de Madeira!
SETBONUS_WOOD_DESC,+1 Стойкость. Части деревянного набора больше не Хрупкие.,,+1 de refuerzo. Las piezas de madera ya no sufren fragilidad.,Garde +1. Les éléments d'ensemble en bois ne sont plus Fragiles.,+1&nbsp;Wappnen. Holzsetgegenstände sind nicht mehr zerbrechlich.,+1 alla Guardia. I pezzi del set Legno non sono più fragili.,+1 de preparação. Peças do conjunto de madeira não são mais frágeis.
,,,,,,,
ARMOR_SABERTOOTHEDHAT_NAME,Саблезубая Шляпа,,Sombrero de dientes de sable,Chapeau smilodon,Säbelzahnhut,Cappello dello Smilodonte,Chapéu de Dentes-de-Sabre
ARMOR_SABERTOOTHEDHAT_DESC,+2 Шипы. Иммунитет к Льду.,,+2 de espinas. Inmunidad al hielo.,Épines +2. Immunité à la glace.,+2&nbsp;Dornen. Immun gegen Eis.,+2 Spine. Immunità al Ghiaccio.,+2 de espinhos. Imunidade contra gelo.
ARMOR_CAVEMANBEARD_NAME,Шерстистая Борода,,Barba lanuda,Barbe laineuse,Wollhaarbart,Barba Lanosa,Barba Lanosa
